row_name	Sample_126043	Sample_126044	Sample_126045	Sample_126046	Sample_126048	Sample_126049	Sample_126050	Sample_126051	Sample_126052	Sample_126053	Sample_126054	Sample_126055	Sample_126056	Sample_126057	Sample_126058	Sample_126059	Sample_126065	Sample_126066	Sample_126067	Sample_126068	Sample_126069	Sample_126070	Sample_127119	Sample_127120	Sample_127121
ENSRNOG00000010479	6464	5831	4407	3426	3197	2192	1018	10136	8454	6841	6572	6143	6017	11254	3575	2158	735	13967	14978	12095	13101	14346	15271	12310	12716
ENSRNOG00000057291	14	9	7	1	4	2	1	21	12	6	6	7	4	10	3	2	2	24	24	16	21	28	25	33	22
ENSRNOG00000061423	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	1	4	0	0	0	0	1	3
ENSRNOG00000024237	13	39	2	3	8	12	3	37	6	10	11	16	14	22	13	9	2	43	44	24	35	26	68	49	48
ENSRNOG00000050367	19	8	43	28	22	18	5	62	72	79	39	15	22	72	5	11	9	37	176	74	178	187	137	122	118
ENSRNOG00000024125	1514	1561	631	585	446	422	132	2047	1240	1160	1018	1152	993	1674	586	416	102	3611	2948	1725	2763	2743	2445	2983	1957
ENSRNOG00000010997	781	751	435	419	319	199	115	1606	946	512	659	718	746	1409	393	435	87	1588	1791	1016	1460	1640	1557	954	1407
ENSRNOG00000061344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060662	17	1	4	0	3	0	0	2	1	0	20	2	72	0	22	6	0	1	101	3	0	696	1	0	1
ENSRNOG00000009690	375	361	259	225	180	113	65	514	554	342	346	340	315	594	201	115	26	676	759	685	612	746	716	659	517
ENSRNOG00000054276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009836	1590	1442	669	658	507	346	163	2069	1484	1054	1289	1361	1394	2042	711	511	117	3599	2426	2008	2180	2498	2255	2111	1897
ENSRNOG00000032106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000024022	2161	1838	1394	1294	1098	786	370	3409	2733	2156	2140	1917	1821	4244	1141	788	208	4445	5322	4172	4363	4793	5402	4998	4005
ENSRNOG00000048448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058401	2	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	3	1	5	1	0	0	1
ENSRNOG00000049068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010058	1195	961	607	548	559	392	180	1818	1524	1200	1115	961	984	1878	513	328	107	2428	3100	2236	2198	2787	3405	3094	2657
ENSRNOG00000024509	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000052807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009209	2381	2077	1544	1477	1043	891	320	3609	3233	2379	2374	2472	2078	4150	1271	871	234	4879	5578	4420	4554	4829	5710	4804	4603
ENSRNOG00000009919	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	3	4	0	0	4	0	1	2
ENSRNOG00000054159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000062279	10	13	18	5	4	6	1	23	10	8	6	13	11	21	3	8	0	41	35	15	34	26	32	19	22
ENSRNOG00000062248	28	33	21	26	17	6	3	61	40	36	32	31	24	69	15	10	1	58	104	52	85	109	101	85	88
ENSRNOG00000059334	1097	988	752	604	560	392	151	1705	1434	875	1071	941	931	2061	502	357	111	2294	2427	2035	1886	2204	2468	2326	1924
ENSRNOG00000056766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000022337	215	230	113	63	88	27	22	249	124	41	127	104	160	249	154	80	35	472	273	286	180	351	154	177	117
ENSRNOG00000048381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057939	20	15	5	7	2	2	2	22	16	4	10	8	10	11	5	2	0	36	13	12	12	13	10	16	6
ENSRNOG00000052453	7	0	2	1	0	1	0	2	7	0	3	2	1	2	1	1	0	6	0	1	0	1	2	2	0
ENSRNOG00000060194	65	53	39	28	18	15	2	57	48	53	57	51	47	84	29	14	1	125	115	69	121	107	94	74	66
ENSRNOG00000009649	2323	1911	1345	1271	1049	891	317	3523	2994	2285	2234	2344	2170	4194	1285	766	217	4390	5293	4164	4124	4288	5178	4576	4191
ENSRNOG00000061494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000057671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059549	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0
ENSRNOG00000059530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035578	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000053548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031960	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058766	2	1	1	0	0	0	0	0	0	6	1	4	0	0	1	0	0	4	0	1	0	1	0	3	1
ENSRNOG00000054456	3	0	0	1	0	1	0	0	2	1	1	0	1	0	0	0	0	1	2	2	0	1	3	3	0
ENSRNOG00000061641	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052048	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046660	68	57	59	48	28	27	10	158	89	82	79	67	83	151	36	34	9	195	217	112	168	249	262	113	179
ENSRNOG00000008671	3	3	3	1	1	1	0	4	2	1	5	1	5	5	1	0	0	2	24	2	18	9	5	8	4
ENSRNOG00000056294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009661	213	196	138	103	98	90	30	362	315	212	204	200	210	371	99	64	17	535	548	476	392	460	548	618	443
ENSRNOG00000009766	911	761	525	490	374	272	119	1351	1077	857	857	778	715	1403	451	286	73	1839	2033	1440	1598	1993	2183	1906	1611
ENSRNOG00000052579	31	20	40	34	24	26	5	57	82	73	31	35	34	82	15	19	4	77	148	81	157	112	135	111	168
ENSRNOG00000056606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058686	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
ENSRNOG00000051611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010064	304	337	171	154	170	119	50	686	416	344	344	351	343	575	145	108	35	722	1007	405	767	962	761	517	688
ENSRNOG00000054577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000010085	376	352	309	237	205	179	81	578	508	521	359	336	348	831	187	153	36	855	1136	756	914	1081	1542	1343	1078
ENSRNOG00000010311	2262	2064	1229	1113	906	698	290	3308	2502	2560	2049	1903	1972	3523	1091	927	224	4640	5099	3774	4087	5807	6678	6070	4751
ENSRNOG00000010352	511	589	235	206	207	104	61	870	540	415	498	482	516	727	220	173	32	1252	1381	634	1041	1137	1057	825	763
ENSRNOG00000010144	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058057	288	294	172	117	124	100	43	451	363	173	280	239	279	478	125	103	21	699	442	497	361	432	472	599	394
ENSRNOG00000041485	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037886	552	605	350	354	329	243	109	849	742	888	456	571	604	1356	371	230	62	1151	2210	1046	1716	1574	1280	872	1046
ENSRNOG00000060446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056339	2	6	0	1	0	0	0	4	0	1	3	1	2	7	3	0	1	5	3	4	1	0	1	2	1
ENSRNOG00000055868	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000046145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037884	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000052178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000053672	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSRNOG00000057052	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060490	0	0	0	1	1	0	0	0	2	0	0	1	0	1	0	0	0	1	2	0	0	0	0	1	1
ENSRNOG00000060778	3	3	1	0	0	1	0	5	2	3	2	0	0	2	0	1	0	0	2	1	2	0	6	2	2
ENSRNOG00000055566	1	0	0	0	0	0	0	0	3	3	2	0	1	3	0	0	0	2	6	1	5	3	4	7	7
ENSRNOG00000010737	6671	6569	2686	2660	1949	1597	588	8248	5925	4217	5257	5792	5381	8211	3094	1876	475	14372	10003	8175	8416	9317	9031	8523	7738
ENSRNOG00000061422	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
ENSRNOG00000051564	1894	1687	1121	1125	847	681	266	2658	2414	2111	1766	1799	1576	3451	961	682	148	3855	4375	3261	3455	3747	4911	4218	4349
ENSRNOG00000059922	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	1	3	0	0
ENSRNOG00000061313	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059711	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000010989	2888	2554	1731	1439	1170	974	391	4030	3338	2728	2461	2625	2465	4673	1514	974	245	5754	6292	4617	5171	5480	6569	5150	5514
ENSRNOG00000011203	1139	950	702	574	565	421	191	1674	1367	1549	1015	845	1036	2140	573	408	110	2121	3021	2016	2946	3061	3441	2407	3428
ENSRNOG00000011511	270	248	194	168	131	120	65	484	395	309	258	238	231	497	150	83	35	549	779	503	630	687	746	463	558
ENSRNOG00000011598	10	14	7	5	5	1	0	41	10	7	13	10	5	22	3	6	0	24	63	7	58	27	22	13	19
ENSRNOG00000050140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011969	6830	6160	4226	3418	2795	2092	780	9655	8256	7287	6566	6473	5380	10242	3469	1920	578	13863	15480	10799	13181	13107	13436	9801	11348
ENSRNOG00000012710	1219	924	823	774	588	577	194	1889	1615	1570	1249	1044	918	2477	627	413	120	2055	3817	2276	3255	3209	3829	3049	2320
ENSRNOG00000012628	2	1	0	2	1	0	0	3	3	0	3	0	1	2	2	0	1	3	2	3	2	6	8	4	3
ENSRNOG00000025094	6	15	2	5	0	4	1	13	8	7	5	4	4	15	3	4	3	25	50	17	32	30	36	22	22
ENSRNOG00000013835	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	2	0	0	0	1	0	3
ENSRNOG00000012751	3174	2796	1893	1713	1494	1073	482	5112	4044	2285	3030	2889	2726	5844	1541	1122	306	6468	5841	5773	4734	5265	6231	6107	4964
ENSRNOG00000014075	138	166	73	63	97	56	8	217	199	205	143	146	207	314	79	71	36	304	369	334	284	407	461	374	343
ENSRNOG00000056319	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055266	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014358	100	91	46	30	35	21	15	184	110	87	74	82	139	184	47	46	11	201	330	106	225	518	205	132	175
ENSRNOG00000054879	235	185	185	137	164	62	38	601	321	253	296	215	289	545	152	123	46	441	1159	367	711	1789	809	418	463
ENSRNOG00000052414	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSRNOG00000029824	0	0	3	1	0	0	0	2	2	0	1	1	1	1	0	0	0	2	0	0	0	2	2	6	1
ENSRNOG00000057042	349	299	228	179	138	109	56	582	466	332	365	334	299	643	185	137	31	777	996	599	763	911	949	773	646
ENSRNOG00000056245	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027040	156	111	116	78	76	63	23	241	207	189	153	114	177	271	60	59	15	284	475	322	352	446	547	456	372
ENSRNOG00000014310	479	409	369	348	236	222	101	934	600	562	520	468	361	992	234	192	30	932	1519	851	1226	1154	2788	1240	1362
ENSRNOG00000056176	1	2	1	0	1	1	0	0	1	0	1	0	2	2	2	0	0	4	3	1	0	0	0	3	1
ENSRNOG00000053495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004752	2949	2507	2054	1736	1474	1052	455	4466	4172	2648	2996	2837	2524	5570	1621	1028	305	5620	5995	5506	5123	6062	6288	4607	5502
ENSRNOG00000004516	852	702	572	529	238	231	102	1289	1001	622	1012	783	320	1066	496	206	45	1575	1117	1354	987	839	1042	695	497
ENSRNOG00000057990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009288	291	265	116	125	86	38	24	314	288	175	219	227	200	354	118	75	22	573	444	402	355	365	440	295	310
ENSRNOG00000053934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059939	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000036404	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0
ENSRNOG00000017637	2	3	4	2	1	4	0	2	12	4	8	6	1	13	0	0	0	7	13	7	5	16	4	5	1
ENSRNOG00000017597	2	2	1	0	0	0	0	2	2	4	2	0	0	1	0	0	0	3	7	4	1	6	4	2	3
ENSRNOG00000061436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
ENSRNOG00000017505	98	87	57	33	31	39	23	163	139	123	93	95	97	181	36	31	6	242	274	207	264	321	284	235	191
ENSRNOG00000035467	0	6	2	0	0	2	1	0	14	1	1	4	0	2	0	1	0	5	9	8	6	3	8	8	6
ENSRNOG00000035576	1	0	3	2	2	0	0	2	4	2	2	3	3	5	0	0	1	3	4	7	9	4	16	9	4
ENSRNOG00000035568	1	2	6	7	1	1	1	8	4	9	8	1	7	3	2	0	0	7	9	6	11	18	14	13	12
ENSRNOG00000016889	33	37	26	23	21	14	5	65	46	33	23	25	27	60	15	7	2	66	92	63	73	89	122	65	79
ENSRNOG00000053214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019354	1253	1196	769	699	602	395	169	2158	1535	1356	1118	1024	1207	2320	682	544	150	2777	3340	2141	2760	3762	3309	2570	2801
ENSRNOG00000019175	545	517	346	275	241	199	72	925	654	351	526	505	498	955	255	218	29	1199	1024	868	826	906	927	984	790
ENSRNOG00000019096	2	1	4	1	5	2	2	4	4	1	1	3	2	5	3	0	1	12	3	8	9	12	8	11	8
ENSRNOG00000027229	93	93	46	54	42	29	9	116	77	59	62	70	60	124	38	30	3	187	175	125	143	167	187	173	115
ENSRNOG00000027234	349	290	216	177	141	107	45	489	416	251	402	332	274	557	205	118	31	674	498	621	436	439	442	520	373
ENSRNOG00000019027	2541	2167	1523	1298	1169	830	342	3436	3166	2907	2716	2372	2058	3803	1410	842	254	5059	6603	4455	5325	6494	6489	4750	4002
ENSRNOG00000018999	94	132	62	61	62	48	11	253	156	115	153	117	150	218	55	37	14	309	306	168	203	282	200	124	168
ENSRNOG00000056829	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000018886	42	38	37	21	21	24	3	85	53	67	51	33	50	77	8	17	3	73	208	97	168	172	180	105	112
ENSRNOG00000058596	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	1	1	1
ENSRNOG00000018566	1811	1746	1054	879	744	544	217	3276	2106	1695	1824	1607	1643	3062	784	672	158	4226	5207	2924	3977	5019	5090	4254	3141
ENSRNOG00000018554	1	1	1	0	0	0	0	2	1	1	2	0	0	3	0	0	0	1	0	3	2	2	3	5	0
ENSRNOG00000017991	173	169	120	116	99	67	27	305	262	228	171	152	153	379	87	50	15	307	599	333	505	512	572	436	452
ENSRNOG00000050209	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	4
ENSRNOG00000059042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000040101	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027309	27	19	21	21	13	15	7	45	48	46	33	27	28	94	26	10	1	65	67	72	79	79	118	71	154
ENSRNOG00000018202	0	1	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000018227	965	803	596	525	443	351	140	1579	1311	808	1009	807	854	1816	467	337	103	1928	2200	1581	1801	1924	2274	1837	1693
ENSRNOG00000018489	0	1	0	0	2	0	0	0	0	2	0	1	2	2	0	0	0	0	1	0	0	0	0	0	0
ENSRNOG00000018492	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	3	0	1	0	0	1
ENSRNOG00000040116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031349	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	2	2	1	0	0	0
ENSRNOG00000050474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045964	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	1	1	2	3	1	0
ENSRNOG00000050796	30	33	18	15	7	10	1	43	25	34	20	29	27	57	10	7	1	60	67	52	60	58	47	46	75
ENSRNOG00000030276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSRNOG00000056519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039971	10	12	12	6	8	5	1	19	13	14	8	14	11	20	6	2	1	25	16	22	32	13	36	22	32
ENSRNOG00000018028	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSRNOG00000018198	2818	2074	1443	1091	1182	842	379	3912	2995	2748	2327	2183	2542	4392	1099	728	227	4407	6721	4051	5706	6079	7192	4979	6081
ENSRNOG00000060172	0	1	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	3	0	0	0	6	1	0	2
ENSRNOG00000054922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
ENSRNOG00000053307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050485	106	69	87	57	49	20	21	215	147	128	112	85	82	220	55	30	8	155	390	147	336	445	384	282	233
ENSRNOG00000053032	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0
ENSRNOG00000059954	2	2	2	0	0	0	0	2	1	0	0	1	2	5	1	0	0	0	6	0	3	2	1	2	0
ENSRNOG00000016629	1122	1077	698	643	507	353	143	1697	1326	1053	1017	955	981	1912	587	371	98	2333	2519	1764	2130	2312	2441	2040	1840
ENSRNOG00000018343	2585	2129	2141	1720	1533	1173	430	4277	4308	3610	3208	2458	2255	5273	1322	925	313	4952	8192	6175	6524	7722	8613	7124	5457
ENSRNOG00000042026	7	3	6	3	3	1	1	12	13	3	19	3	9	13	3	3	0	17	31	18	12	21	17	15	12
ENSRNOG00000027014	9	8	3	2	6	7	2	19	6	9	2	2	4	11	4	3	1	10	33	13	21	29	21	12	15
ENSRNOG00000043261	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	1	0
ENSRNOG00000056413	0	1	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	4
ENSRNOG00000042206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018400	328	266	162	134	118	94	34	463	262	353	290	308	280	467	127	98	29	689	789	428	781	784	787	628	593
ENSRNOG00000018417	875	753	578	444	413	273	124	1292	1131	832	846	817	763	1451	416	313	92	1797	1998	1595	1651	1953	2069	1940	1530
ENSRNOG00000018651	7030	6141	4022	3466	2760	2055	773	9481	7889	5720	6413	5959	5638	10664	3343	2105	597	14107	13629	11456	11221	12049	12191	11232	9223
ENSRNOG00000054793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000036402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053660	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000061242	1	2	0	0	0	0	0	2	0	3	0	1	1	1	1	0	0	3	1	2	4	0	0	2	2
ENSRNOG00000018839	19898	17271	10143	9018	7043	5857	2415	27593	20664	18702	16662	17136	16333	30670	9245	6483	1670	38332	41297	27788	35466	39463	42500	31368	37170
ENSRNOG00000018853	1	8	5	4	2	2	1	7	14	3	7	4	4	11	0	3	0	17	32	12	31	30	8	11	3
ENSRNOG00000019108	328	304	177	137	134	105	29	498	425	240	316	294	305	596	174	119	22	767	658	501	513	652	670	840	464
ENSRNOG00000019113	1624	1341	1027	988	786	603	278	3004	2263	1401	1866	1598	1544	3339	866	616	194	3167	3481	3270	2710	3428	3986	4142	2827
ENSRNOG00000035613	1	0	0	0	0	0	0	2	2	0	1	0	0	1	1	0	0	1	1	5	1	0	0	3	0
ENSRNOG00000019232	339	331	202	195	150	134	36	561	427	348	315	338	287	623	165	118	38	684	834	626	698	798	930	881	630
